strain_ID	strain_type	active_substance	test_start	test_read	nb_day	dose	perc_croiss
736	study	difenoconazole	28-Jun-18	9-Aug-18	42	3	2.3
736	study	difenoconazole	28-Jun-18	9-Aug-18	42	10	0.0
736	study	difenoconazole	28-Jun-18	9-Aug-18	42	30	0.0
769	study	difenoconazole	28-Jun-18	9-Aug-18	42	0	100.0
769	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.01	85.7
769	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.03	69.0
769	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.1	28.6
769	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.3	7.1
769	study	difenoconazole	28-Jun-18	9-Aug-18	42	1	0.0
769	study	difenoconazole	28-Jun-18	9-Aug-18	42	3	0.0
769	study	difenoconazole	28-Jun-18	9-Aug-18	42	10	0.0
769	study	difenoconazole	28-Jun-18	9-Aug-18	42	30	0.0
1286	study	difenoconazole	28-Jun-18	9-Aug-18	42	0	100.0
1286	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.01	63.6
1286	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.03	50.0
1286	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.1	27.3
1286	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.3	25.0
1286	study	difenoconazole	28-Jun-18	9-Aug-18	42	1	18.2
1286	study	difenoconazole	28-Jun-18	9-Aug-18	42	3	11.4
1286	study	difenoconazole	28-Jun-18	9-Aug-18	42	10	0.0
1286	study	difenoconazole	28-Jun-18	9-Aug-18	42	30	0.0
1634	study	difenoconazole	28-Jun-18	9-Aug-18	42	0	100.0
1634	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.01	59.6
1634	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.03	49.1
1634	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.1	38.6
1634	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.3	28.1
1634	study	difenoconazole	28-Jun-18	9-Aug-18	42	1	22.8
1634	study	difenoconazole	28-Jun-18	9-Aug-18	42	3	0.0
1634	study	difenoconazole	28-Jun-18	9-Aug-18	42	10	0.0
1634	study	difenoconazole	28-Jun-18	9-Aug-18	42	30	0.0
1680	study	difenoconazole	28-Jun-18	9-Aug-18	42	0	100.0
1680	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.01	100.0
1680	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.03	93.3
1680	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.1	53.3
1680	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.3	46.7
1680	study	difenoconazole	28-Jun-18	9-Aug-18	42	1	33.3
1680	study	difenoconazole	28-Jun-18	9-Aug-18	42	3	26.7
1680	study	difenoconazole	28-Jun-18	9-Aug-18	42	10	0.0
1680	study	difenoconazole	28-Jun-18	9-Aug-18	42	30	0.0
2199	study	difenoconazole	28-Jun-18	9-Aug-18	42	0	100.0
2199	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.01	80.7
2199	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.03	70.2
2199	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.1	56.1
2199	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.3	49.1
2199	study	difenoconazole	28-Jun-18	9-Aug-18	42	1	29.8
2199	study	difenoconazole	28-Jun-18	9-Aug-18	42	3	29.8
2199	study	difenoconazole	28-Jun-18	9-Aug-18	42	10	22.8
2199	study	difenoconazole	28-Jun-18	9-Aug-18	42	30	0.0
2202	study	difenoconazole	28-Jun-18	9-Aug-18	42	0	100.0
2202	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.01	95.0
2202	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.03	85.0
2202	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.1	80.0
2202	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.3	72.5
2202	study	difenoconazole	28-Jun-18	9-Aug-18	42	1	55.0
2202	study	difenoconazole	28-Jun-18	9-Aug-18	42	3	50.0
2202	study	difenoconazole	28-Jun-18	9-Aug-18	42	10	17.5
2202	study	difenoconazole	28-Jun-18	9-Aug-18	42	30	0.0
2203	study	difenoconazole	28-Jun-18	9-Aug-18	42	0	100.0
2203	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.01	108.1
2203	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.03	100.0
2203	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.1	86.5
2203	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.3	75.7
2203	study	difenoconazole	28-Jun-18	9-Aug-18	42	1	64.9
2203	study	difenoconazole	28-Jun-18	9-Aug-18	42	3	48.6
2203	study	difenoconazole	28-Jun-18	9-Aug-18	42	10	10.8
2203	study	difenoconazole	28-Jun-18	9-Aug-18	42	30	0.0
2222	study	difenoconazole	28-Jun-18	9-Aug-18	42	0	100.0
2222	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.01	71.4
2222	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.03	64.3
2222	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.1	42.9
2222	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.3	33.3
2222	study	difenoconazole	28-Jun-18	9-Aug-18	42	1	28.6
2222	study	difenoconazole	28-Jun-18	9-Aug-18	42	3	9.5
2222	study	difenoconazole	28-Jun-18	9-Aug-18	42	10	0.0
2222	study	difenoconazole	28-Jun-18	9-Aug-18	42	30	0.0
2223	study	difenoconazole	28-Jun-18	9-Aug-18	42	0	100.0
2223	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.01	54.8
2223	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.03	45.2
2223	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.1	41.9
2223	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.3	25.8
2223	study	difenoconazole	28-Jun-18	9-Aug-18	42	1	1.6
2223	study	difenoconazole	28-Jun-18	9-Aug-18	42	3	0.0
2223	study	difenoconazole	28-Jun-18	9-Aug-18	42	10	0.0
2223	study	difenoconazole	28-Jun-18	9-Aug-18	42	30	0.0
2225	study	difenoconazole	28-Jun-18	9-Aug-18	42	0	100.0
2225	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.01	57.7
2225	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.03	38.5
2225	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.1	13.5
2225	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.3	15.4
2225	study	difenoconazole	28-Jun-18	9-Aug-18	42	1	1.9
2225	study	difenoconazole	28-Jun-18	9-Aug-18	42	3	13.5
2225	study	difenoconazole	28-Jun-18	9-Aug-18	42	10	0.0
2225	study	difenoconazole	28-Jun-18	9-Aug-18	42	30	0.0
2230	study	difenoconazole	28-Jun-18	9-Aug-18	42	0	100.0
2230	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.01	64.9
2230	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.03	40.4
2230	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.1	26.3
2230	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.3	15.8
2230	study	difenoconazole	28-Jun-18	9-Aug-18	42	1	1.8
2230	study	difenoconazole	28-Jun-18	9-Aug-18	42	3	0.0
2230	study	difenoconazole	28-Jun-18	9-Aug-18	42	10	0.0
2230	study	difenoconazole	28-Jun-18	9-Aug-18	42	30	0.0
2335	study	difenoconazole	28-Jun-18	9-Aug-18	42	0	100.0
2335	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.01	102.7
2335	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.03	94.6
2335	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.1	97.3
2335	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.3	91.9
2335	study	difenoconazole	28-Jun-18	9-Aug-18	42	1	43.2
2335	study	difenoconazole	28-Jun-18	9-Aug-18	42	3	51.4
2335	study	difenoconazole	28-Jun-18	9-Aug-18	42	10	32.4
2335	study	difenoconazole	28-Jun-18	9-Aug-18	42	30	2.7
2340	study	difenoconazole	28-Jun-18	9-Aug-18	42	0	100.0
2340	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.01	100.0
2340	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.03	87.2
2340	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.1	87.2
2340	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.3	64.1
2340	study	difenoconazole	28-Jun-18	9-Aug-18	42	1	48.7
2340	study	difenoconazole	28-Jun-18	9-Aug-18	42	3	-20.5
2340	study	difenoconazole	28-Jun-18	9-Aug-18	42	10	20.5
2340	study	difenoconazole	28-Jun-18	9-Aug-18	42	30	0.0
2345	study	difenoconazole	28-Jun-18	9-Aug-18	42	0	100.0
2345	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.01	87.5
2345	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.03	95.0
2345	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.1	85.0
2345	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.3	65.0
2345	study	difenoconazole	28-Jun-18	9-Aug-18	42	1	55.0
2345	study	difenoconazole	28-Jun-18	9-Aug-18	42	3	37.5
2345	study	difenoconazole	28-Jun-18	9-Aug-18	42	10	25.0
2345	study	difenoconazole	28-Jun-18	9-Aug-18	42	30	0.0
2349	study	difenoconazole	28-Jun-18	9-Aug-18	42	0	100.0
2349	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.01	95.5
2349	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.03	95.5
2349	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.1	75.0
2349	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.3	63.6
2349	study	difenoconazole	28-Jun-18	9-Aug-18	42	1	52.3
2349	study	difenoconazole	28-Jun-18	9-Aug-18	42	3	45.5
2349	study	difenoconazole	28-Jun-18	9-Aug-18	42	10	20.5
2349	study	difenoconazole	28-Jun-18	9-Aug-18	42	30	0.0
2353	study	difenoconazole	28-Jun-18	9-Aug-18	42	0	100.0
2353	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.01	78.7
2353	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.03	87.2
2353	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.1	78.7
2353	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.3	59.6
2353	study	difenoconazole	28-Jun-18	9-Aug-18	42	1	42.6
2353	study	difenoconazole	28-Jun-18	9-Aug-18	42	3	27.7
2353	study	difenoconazole	28-Jun-18	9-Aug-18	42	10	21.3
2353	study	difenoconazole	28-Jun-18	9-Aug-18	42	30	0.0
2360	study	difenoconazole	28-Jun-18	9-Aug-18	42	0	100.0
2360	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.01	100.0
2360	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.03	55.0
2360	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.1	67.5
2360	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.3	55.0
2360	study	difenoconazole	28-Jun-18	9-Aug-18	42	1	42.5
2360	study	difenoconazole	28-Jun-18	9-Aug-18	42	3	42.5
2360	study	difenoconazole	28-Jun-18	9-Aug-18	42	10	25.0
2360	study	difenoconazole	28-Jun-18	9-Aug-18	42	30	0.0
2408	study	difenoconazole	28-Jun-18	9-Aug-18	42	0	100.0
2408	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.01	81.1
2408	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.03	64.9
2408	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.1	54.1
2408	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.3	43.2
2408	study	difenoconazole	28-Jun-18	9-Aug-18	42	1	35.1
2408	study	difenoconazole	28-Jun-18	9-Aug-18	42	3	16.2
2408	study	difenoconazole	28-Jun-18	9-Aug-18	42	10	5.4
2408	study	difenoconazole	28-Jun-18	9-Aug-18	42	30	2.7
2447	study	difenoconazole	28-Jun-18	9-Aug-18	42	0	100.0
2447	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.01	51.2
2447	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.03	39.5
2447	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.1	30.2
2447	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.3	32.6
2447	study	difenoconazole	28-Jun-18	9-Aug-18	42	1	27.9
2447	study	difenoconazole	28-Jun-18	9-Aug-18	42	3	14.0
2447	study	difenoconazole	28-Jun-18	9-Aug-18	42	10	0.0
2447	study	difenoconazole	28-Jun-18	9-Aug-18	42	30	0.0
2448	study	difenoconazole	28-Jun-18	9-Aug-18	42	0	100.0
2448	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.01	70.6
2448	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.03	61.8
2448	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.1	55.9
2448	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.3	38.2
2448	study	difenoconazole	28-Jun-18	9-Aug-18	42	1	11.8
2448	study	difenoconazole	28-Jun-18	9-Aug-18	42	3	0.0
2448	study	difenoconazole	28-Jun-18	9-Aug-18	42	10	0.0
2448	study	difenoconazole	28-Jun-18	9-Aug-18	42	30	0.0
2449	study	difenoconazole	28-Jun-18	9-Aug-18	42	0	100.0
2449	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.01	82.9
2449	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.03	73.2
2449	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.1	41.5
2449	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.3	34.1
2449	study	difenoconazole	28-Jun-18	9-Aug-18	42	1	29.3
2449	study	difenoconazole	28-Jun-18	9-Aug-18	42	3	24.4
2449	study	difenoconazole	28-Jun-18	9-Aug-18	42	10	0.0
2449	study	difenoconazole	28-Jun-18	9-Aug-18	42	30	0.0
2450	study	difenoconazole	28-Jun-18	9-Aug-18	42	0	100.0
2450	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.01	85.0
2450	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.03	62.5
2450	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.1	37.5
2450	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.3	30.0
2450	study	difenoconazole	28-Jun-18	9-Aug-18	42	1	7.5
2450	study	difenoconazole	28-Jun-18	9-Aug-18	42	3	0.0
2450	study	difenoconazole	28-Jun-18	9-Aug-18	42	10	0.0
2450	study	difenoconazole	28-Jun-18	9-Aug-18	42	30	0.0
2453	study	difenoconazole	28-Jun-18	9-Aug-18	42	0	100.0
2453	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.01	52.4
2453	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.03	35.7
2453	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.1	31.0
2453	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.3	28.6
2453	study	difenoconazole	28-Jun-18	9-Aug-18	42	1	19.0
2453	study	difenoconazole	28-Jun-18	9-Aug-18	42	3	7.1
2453	study	difenoconazole	28-Jun-18	9-Aug-18	42	10	0.0
2453	study	difenoconazole	28-Jun-18	9-Aug-18	42	30	0.0
2461	study	difenoconazole	28-Jun-18	9-Aug-18	42	0	NA
2461	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.01	NA
2461	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.03	NA
2461	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.1	NA
2461	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.3	NA
2461	study	difenoconazole	28-Jun-18	9-Aug-18	42	1	NA
2461	study	difenoconazole	28-Jun-18	9-Aug-18	42	3	NA
2461	study	difenoconazole	28-Jun-18	9-Aug-18	42	10	NA
2461	study	difenoconazole	28-Jun-18	9-Aug-18	42	30	NA
2479	study	difenoconazole	28-Jun-18	9-Aug-18	42	0	100.0
2479	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.01	61.5
2479	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.03	61.5
2479	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.1	51.9
2479	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.3	34.6
2479	study	difenoconazole	28-Jun-18	9-Aug-18	42	1	11.5
2479	study	difenoconazole	28-Jun-18	9-Aug-18	42	3	9.6
2479	study	difenoconazole	28-Jun-18	9-Aug-18	42	10	1.9
2479	study	difenoconazole	28-Jun-18	9-Aug-18	42	30	0.0
2480	study	difenoconazole	28-Jun-18	9-Aug-18	42	0	100.0
2480	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.01	68.8
2480	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.03	75.0
2480	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.1	43.8
2480	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.3	31.3
2480	study	difenoconazole	28-Jun-18	9-Aug-18	42	1	15.6
2480	study	difenoconazole	28-Jun-18	9-Aug-18	42	3	6.3
2480	study	difenoconazole	28-Jun-18	9-Aug-18	42	10	0.0
2480	study	difenoconazole	28-Jun-18	9-Aug-18	42	30	0.0
2482	study	difenoconazole	28-Jun-18	9-Aug-18	42	0	100.0
2482	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.01	76.5
2482	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.03	105.9
2482	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.1	100.0
2482	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.3	47.1
2482	study	difenoconazole	28-Jun-18	9-Aug-18	42	1	0.0
2482	study	difenoconazole	28-Jun-18	9-Aug-18	42	3	0.0
2482	study	difenoconazole	28-Jun-18	9-Aug-18	42	10	0.0
2482	study	difenoconazole	28-Jun-18	9-Aug-18	42	30	0.0
2491	study	difenoconazole	28-Jun-18	9-Aug-18	42	0	100.0
2491	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.01	80.0
2491	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.03	70.0
2491	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.1	55.0
2491	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.3	40.0
2491	study	difenoconazole	28-Jun-18	9-Aug-18	42	1	20.0
2491	study	difenoconazole	28-Jun-18	9-Aug-18	42	3	0.0
2491	study	difenoconazole	28-Jun-18	9-Aug-18	42	10	0.0
2491	study	difenoconazole	28-Jun-18	9-Aug-18	42	30	0.0
2557	study	difenoconazole	28-Jun-18	9-Aug-18	42	0	100.0
2557	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.01	47.7
2557	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.03	47.7
2557	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.1	31.8
2557	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.3	36.4
2557	study	difenoconazole	28-Jun-18	9-Aug-18	42	1	13.6
2557	study	difenoconazole	28-Jun-18	9-Aug-18	42	3	6.8
2557	study	difenoconazole	28-Jun-18	9-Aug-18	42	10	0.0
2557	study	difenoconazole	28-Jun-18	9-Aug-18	42	30	0.0
13-AM-10	reference	difenoconazole	28-Jun-18	9-Aug-18	42	0	100.0
13-AM-10	reference	difenoconazole	28-Jun-18	9-Aug-18	42	0.01	73.5
13-AM-10	reference	difenoconazole	28-Jun-18	9-Aug-18	42	0.03	50.0
13-AM-10	reference	difenoconazole	28-Jun-18	9-Aug-18	42	0.1	38.2
13-AM-10	reference	difenoconazole	28-Jun-18	9-Aug-18	42	0.3	29.4
13-AM-10	reference	difenoconazole	28-Jun-18	9-Aug-18	42	1	14.7
13-AM-10	reference	difenoconazole	28-Jun-18	9-Aug-18	42	3	0.0
13-AM-10	reference	difenoconazole	28-Jun-18	9-Aug-18	42	10	0.0
13-AM-10	reference	difenoconazole	28-Jun-18	9-Aug-18	42	30	0.0
13-AM-12	reference	difenoconazole	28-Jun-18	9-Aug-18	42	0	100.0
13-AM-12	reference	difenoconazole	28-Jun-18	9-Aug-18	42	0.01	114.3
13-AM-12	reference	difenoconazole	28-Jun-18	9-Aug-18	42	0.03	67.9
13-AM-12	reference	difenoconazole	28-Jun-18	9-Aug-18	42	0.1	64.3
13-AM-12	reference	difenoconazole	28-Jun-18	9-Aug-18	42	0.3	53.6
13-AM-12	reference	difenoconazole	28-Jun-18	9-Aug-18	42	1	32.1
13-AM-12	reference	difenoconazole	28-Jun-18	9-Aug-18	42	3	10.7
13-AM-12	reference	difenoconazole	28-Jun-18	9-Aug-18	42	10	0.0
13-AM-12	reference	difenoconazole	28-Jun-18	9-Aug-18	42	30	0.0
13-FR-1	reference	difenoconazole	28-Jun-18	9-Aug-18	42	0	100.0
13-FR-1	reference	difenoconazole	28-Jun-18	9-Aug-18	42	0.01	46.2
13-FR-1	reference	difenoconazole	28-Jun-18	9-Aug-18	42	0.03	26.9
13-FR-1	reference	difenoconazole	28-Jun-18	9-Aug-18	42	0.1	17.3
13-FR-1	reference	difenoconazole	28-Jun-18	9-Aug-18	42	0.3	7.7
13-FR-1	reference	difenoconazole	28-Jun-18	9-Aug-18	42	1	0.0
13-FR-1	reference	difenoconazole	28-Jun-18	9-Aug-18	42	3	0.0
13-FR-1	reference	difenoconazole	28-Jun-18	9-Aug-18	42	10	0.0
13-FR-1	reference	difenoconazole	28-Jun-18	9-Aug-18	42	30	0.0
1639VB	study	difenoconazole	28-Jun-18	9-Aug-18	42	0	100.0
1639VB	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.01	70.8
1639VB	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.03	52.1
1639VB	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.1	35.4
1639VB	study	difenoconazole	28-Jun-18	9-Aug-18	42	0.3	29.2
1639VB	study	difenoconazole	28-Jun-18	9-Aug-18	42	1	6.3
1639VB	study	difenoconazole	28-Jun-18	9-Aug-18	42	3	0.0
1639VB	study	difenoconazole	28-Jun-18	9-Aug-18	42	10	0.0
1639VB	study	difenoconazole	28-Jun-18	9-Aug-18	42	30	0.0
FR-17-15	reference	difenoconazole	28-Jun-18	9-Aug-18	42	0	100.0
FR-17-15	reference	difenoconazole	28-Jun-18	9-Aug-18	42	0.01	59.6
FR-17-15	reference	difenoconazole	28-Jun-18	9-Aug-18	42	0.03	46.8
FR-17-15	reference	difenoconazole	28-Jun-18	9-Aug-18	42	0.1	31.9
FR-17-15	reference	difenoconazole	28-Jun-18	9-Aug-18	42	0.3	25.5
FR-17-15	reference	difenoconazole	28-Jun-18	9-Aug-18	42	1	12.8
FR-17-15	reference	difenoconazole	28-Jun-18	9-Aug-18	42	3	0.0
FR-17-15	reference	difenoconazole	28-Jun-18	9-Aug-18	42	10	0.0
FR-17-15	reference	difenoconazole	28-Jun-18	9-Aug-18	42	30	0.0
104	study	dodine	28-Jun-18	9-Aug-18	42	0	100.0
104	study	dodine	28-Jun-18	9-Aug-18	42	0.01	64.1
104	study	dodine	28-Jun-18	9-Aug-18	42	0.03	87.2
104	study	dodine	28-Jun-18	9-Aug-18	42	0.1	71.8
104	study	dodine	28-Jun-18	9-Aug-18	42	0.3	41.0
104	study	dodine	28-Jun-18	9-Aug-18	42	1	30.8
104	study	dodine	28-Jun-18	9-Aug-18	42	3	28.2
104	study	dodine	28-Jun-18	9-Aug-18	42	10	25.6
104	study	dodine	28-Jun-18	9-Aug-18	42	30	23.1
174	study	dodine	28-Jun-18	9-Aug-18	42	0	100.0
174	study	dodine	28-Jun-18	9-Aug-18	42	0.01	100.0
174	study	dodine	28-Jun-18	9-Aug-18	42	0.03	104.0
174	study	dodine	28-Jun-18	9-Aug-18	42	0.1	90.0
174	study	dodine	28-Jun-18	9-Aug-18	42	0.3	76.0
174	study	dodine	28-Jun-18	9-Aug-18	42	1	50.0
174	study	dodine	28-Jun-18	9-Aug-18	42	3	30.0
174	study	dodine	28-Jun-18	9-Aug-18	42	10	32.0
174	study	dodine	28-Jun-18	9-Aug-18	42	30	24.0
413	study	dodine	28-Jun-18	9-Aug-18	42	0	100.0
413	study	dodine	28-Jun-18	9-Aug-18	42	0.01	56.0
413	study	dodine	28-Jun-18	9-Aug-18	42	0.03	52.0
413	study	dodine	28-Jun-18	9-Aug-18	42	0.1	48.0
413	study	dodine	28-Jun-18	9-Aug-18	42	0.3	32.0
413	study	dodine	28-Jun-18	9-Aug-18	42	1	24.0
413	study	dodine	28-Jun-18	9-Aug-18	42	3	20.0
413	study	dodine	28-Jun-18	9-Aug-18	42	10	20.0
413	study	dodine	28-Jun-18	9-Aug-18	42	30	18.0
498	study	dodine	28-Jun-18	9-Aug-18	42	0	100.0
498	study	dodine	28-Jun-18	9-Aug-18	42	0.01	104.3
498	study	dodine	28-Jun-18	9-Aug-18	42	0.03	95.7
498	study	dodine	28-Jun-18	9-Aug-18	42	0.1	78.7
498	study	dodine	28-Jun-18	9-Aug-18	42	0.3	53.2
498	study	dodine	28-Jun-18	9-Aug-18	42	1	27.7
498	study	dodine	28-Jun-18	9-Aug-18	42	3	21.3
498	study	dodine	28-Jun-18	9-Aug-18	42	10	21.3
498	study	dodine	28-Jun-18	9-Aug-18	42	30	21.3
736	study	dodine	28-Jun-18	9-Aug-18	42	0	100.0
736	study	dodine	28-Jun-18	9-Aug-18	42	0.01	86.4
736	study	dodine	28-Jun-18	9-Aug-18	42	0.03	81.8
736	study	dodine	28-Jun-18	9-Aug-18	42	0.1	65.9
736	study	dodine	28-Jun-18	9-Aug-18	42	0.3	54.5
736	study	dodine	28-Jun-18	9-Aug-18	42	1	38.6
736	study	dodine	28-Jun-18	9-Aug-18	42	3	29.5
736	study	dodine	28-Jun-18	9-Aug-18	42	10	20.5
736	study	dodine	28-Jun-18	9-Aug-18	42	30	15.9
769	study	dodine	28-Jun-18	9-Aug-18	42	0	100.0
769	study	dodine	28-Jun-18	9-Aug-18	42	0.01	114.3
769	study	dodine	28-Jun-18	9-Aug-18	42	0.03	95.2
769	study	dodine	28-Jun-18	9-Aug-18	42	0.1	66.7
769	study	dodine	28-Jun-18	9-Aug-18	42	0.3	38.1
769	study	dodine	28-Jun-18	9-Aug-18	42	1	28.6
769	study	dodine	28-Jun-18	9-Aug-18	42	3	28.6
769	study	dodine	28-Jun-18	9-Aug-18	42	10	28.6
769	study	dodine	28-Jun-18	9-Aug-18	42	30	28.6
1286	study	dodine	28-Jun-18	9-Aug-18	42	0	100.0
1286	study	dodine	28-Jun-18	9-Aug-18	42	0.01	95.5
1286	study	dodine	28-Jun-18	9-Aug-18	42	0.03	75.0
1286	study	dodine	28-Jun-18	9-Aug-18	42	0.1	38.6
1286	study	dodine	28-Jun-18	9-Aug-18	42	0.3	29.5
1286	study	dodine	28-Jun-18	9-Aug-18	42	1	27.3
1286	study	dodine	28-Jun-18	9-Aug-18	42	3	22.7
1286	study	dodine	28-Jun-18	9-Aug-18	42	10	20.5
1286	study	dodine	28-Jun-18	9-Aug-18	42	30	4.5
1634	study	dodine	28-Jun-18	9-Aug-18	42	0	100.0
1634	study	dodine	28-Jun-18	9-Aug-18	42	0.01	94.7
1634	study	dodine	28-Jun-18	9-Aug-18	42	0.03	73.7
1634	study	dodine	28-Jun-18	9-Aug-18	42	0.1	64.9
1634	study	dodine	28-Jun-18	9-Aug-18	42	0.3	43.9
1634	study	dodine	28-Jun-18	9-Aug-18	42	1	33.3
1634	study	dodine	28-Jun-18	9-Aug-18	42	3	33.3
1634	study	dodine	28-Jun-18	9-Aug-18	42	10	35.1
1634	study	dodine	28-Jun-18	9-Aug-18	42	30	38.6
